"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"5706","Andrew ""Andy"" Astbury","M",19,185,81,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 400 metres Freestyle",NA
"5706","Andrew ""Andy"" Astbury","M",19,185,81,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"5706","Andrew ""Andy"" Astbury","M",19,185,81,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"5706","Andrew ""Andy"" Astbury","M",23,185,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Freestyle",NA
"5706","Andrew ""Andy"" Astbury","M",23,185,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle",NA
"5706","Andrew ""Andy"" Astbury","M",23,185,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
"5721","Silvana Asturias Morel","F",15,154,55,"Guatemala","GUA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Freestyle",NA
"5721","Silvana Asturias Morel","F",15,154,55,"Guatemala","GUA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Freestyle",NA
"5721","Silvana Asturias Morel","F",15,154,55,"Guatemala","GUA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 400 metres Freestyle",NA
"5721","Silvana Asturias Morel","F",15,154,55,"Guatemala","GUA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 800 metres Freestyle",NA
"5773","Ahmed Ghithe G Atari","M",18,179,70,"Qatar","QAT","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 400 metres Individual Medley",NA
"5774","Serkan Atasay","M",26,176,70,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Individual Medley",NA
"5774","Serkan Atasay","M",34,176,70,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Individual Medley",NA
"5774","Serkan Atasay","M",38,176,70,"Turkey","TUR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Individual Medley",NA
"5776","Demir Atasoy","M",21,192,85,"Turkey","TUR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Breaststroke",NA
"5781","Merdan Ataew","M",21,196,80,"Turkmenistan","TKM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Backstroke",NA
"5801","Soule Soilihi Athoumane","M",25,180,75,"Comoros","COM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"5812","Tracey Ann Atkin","F",17,170,57,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 800 metres Freestyle",NA
"5812","Tracey Ann Atkin","F",17,170,57,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley",NA
"5817","Alia Shanee Atkinson","F",15,172,71,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 50 metres Freestyle",NA
"5817","Alia Shanee Atkinson","F",15,172,71,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 100 metres Breaststroke",NA
"5817","Alia Shanee Atkinson","F",19,172,71,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Breaststroke",NA
"5817","Alia Shanee Atkinson","F",23,172,71,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle",NA
"5817","Alia Shanee Atkinson","F",23,172,71,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Breaststroke",NA
"5817","Alia Shanee Atkinson","F",23,172,71,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Breaststroke",NA
"5817","Alia Shanee Atkinson","F",27,172,71,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Breaststroke",NA
"5819","Carlyle Atkinson","M",19,NA,NA,"Great Britain","GBR","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Men's 200 metres Breaststroke",NA
"5823","Janelle Anya Monique Atkinson (-Wignall)","F",17,168,66,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 400 metres Freestyle",NA
"5823","Janelle Anya Monique Atkinson (-Wignall)","F",17,168,66,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 800 metres Freestyle",NA
"5823","Janelle Anya Monique Atkinson (-Wignall)","F",21,168,66,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 200 metres Freestyle",NA
"5823","Janelle Anya Monique Atkinson (-Wignall)","F",21,168,66,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 400 metres Freestyle",NA
"5825","Jevon Atkinson","M",20,173,73,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle",NA
"5825","Jevon Atkinson","M",24,173,73,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"5827","Joanne Louise Atkinson","F",17,165,62,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Butterfly",NA
"5827","Joanne Louise Atkinson","F",17,165,62,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Butterfly",NA
"5829","Leigh Atkinson","M",22,184,77,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Breaststroke",NA
"5840","Jen ts","M",20,NA,NA,"Hungary","HUN","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 400 metres Freestyle",NA
"5840","Jen ts","M",20,NA,NA,"Hungary","HUN","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"5840","Jen ts","M",20,NA,NA,"Hungary","HUN","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 200 metres Butterfly",NA
"5847","Antonio Attanasio","M",18,171,69,"Italy","ITA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Butterfly",NA
"5847","Antonio Attanasio","M",18,171,69,"Italy","ITA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Freestyle",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"5852","Ali Gkhan Attarolu","M",19,190,82,"Turkey","TUR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Individual Medley",NA
"5853","Ahmad Mohamed Attellesey","M",21,NA,NA,"Libya","LBA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"5867","Mohamed Attoumane","M",26,NA,NA,"Comoros","COM","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"5878","Joe Atuhaire","M",22,168,66,"Uganda","UGA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Breaststroke",NA
"5882","Susanne Jean ""Susie"" Atwood","F",15,170,66,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Backstroke",NA
"5882","Susanne Jean ""Susie"" Atwood","F",19,170,66,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Backstroke","Bronze"
"5882","Susanne Jean ""Susie"" Atwood","F",19,170,66,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Backstroke","Silver"
"5882","Susanne Jean ""Susie"" Atwood","F",19,170,66,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"5886","Hoi Shun ""Stephanie"" Au","F",16,172,56,"Hong Kong","HKG","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Freestyle",NA
"5886","Hoi Shun ""Stephanie"" Au","F",16,172,56,"Hong Kong","HKG","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 400 metres Freestyle",NA
"5886","Hoi Shun ""Stephanie"" Au","F",16,172,56,"Hong Kong","HKG","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 800 metres Freestyle",NA
"5886","Hoi Shun ""Stephanie"" Au","F",20,172,56,"Hong Kong","HKG","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Backstroke",NA
"5886","Hoi Shun ""Stephanie"" Au","F",20,172,56,"Hong Kong","HKG","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Backstroke",NA
"5886","Hoi Shun ""Stephanie"" Au","F",24,172,56,"Hong Kong","HKG","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"5897","John Ernest ""Jack"" Aubin","M",20,NA,NA,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Swimming","Swimming Men's 200 metres Breaststroke",NA
"5901","Felix Aubck","M",19,198,85,"Austria","AUT","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Freestyle",NA
"5901","Felix Aubck","M",19,198,85,"Austria","AUT","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 400 metres Freestyle",NA
"5901","Felix Aubck","M",19,198,85,"Austria","AUT","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"5903","Rex Aubrey","M",17,NA,NA,"Australia","AUS","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 100 metres Freestyle",NA
"5903","Rex Aubrey","M",17,NA,NA,"Australia","AUS","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"5920","Richard Audoly","M",17,171,58,"France","FRA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Breaststroke",NA
"5947","Jordan Augier","M",21,171,53,"Saint Lucia","LCA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"5965","Dionisio Augustine, II","M",24,153,65,"Federated States of Micronesia","FSM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"5987","Garnet Walter Ault","M",22,NA,NA,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Swimming","Swimming Men's 400 metres Freestyle",NA
"5987","Garnet Walter Ault","M",22,NA,NA,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"5987","Garnet Walter Ault","M",22,NA,NA,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
"6001","Gustav Aurich","M",NA,NA,NA,"Germany","GER","1908 Summer",1908,"Summer","London","Swimming","Swimming Men's 100 metres Backstroke",NA
"6018","Elin Austevoll","F",21,177,73,"Norway","NOR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6018","Elin Austevoll","F",21,177,73,"Norway","NOR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Breaststroke",NA
"6018","Elin Austevoll","F",21,177,73,"Norway","NOR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Individual Medley",NA
"6024","Brett William Austin","M",25,184,82,"New Zealand","NZL","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Breaststroke",NA
"6024","Brett William Austin","M",25,184,82,"New Zealand","NZL","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke",NA
"6024","Brett William Austin","M",25,184,82,"New Zealand","NZL","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"6030","Michael MacKay ""Mike"" Austin","M",21,185,85,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 100 metres Freestyle",NA
"6030","Michael MacKay ""Mike"" Austin","M",21,185,85,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"6032","Shrone Austin","F",15,175,70,"Seychelles","SEY","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6032","Shrone Austin","F",19,175,70,"Seychelles","SEY","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 400 metres Freestyle",NA
"6044","Margaret M. Auton","F",17,175,63,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Butterfly",NA
"6044","Margaret M. Auton","F",17,175,63,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Butterfly",NA
"6044","Margaret M. Auton","F",17,175,63,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6046","Natalia Autric Amarillo de Sancho","F",23,168,59,"Spain","ESP","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6054","Raffaele Avagnano","M",20,180,78,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Breaststroke",NA
"6054","Raffaele Avagnano","M",20,180,78,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke",NA
"6087","Giuseppe Avellone","M",17,175,70,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Backstroke",NA
"6087","Giuseppe Avellone","M",17,175,70,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"6096","Mattia Aversa","M",22,179,71,"Italy","ITA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Backstroke",NA
"6103","Varduhi Avetisyan","F",18,174,61,"Armenia","ARM","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6116","Kevin vila Soto","M",19,190,82,"Guatemala","GUA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle",NA
"6121","Hernn Avils Morales","M",22,NA,NA,"Chile","CHI","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 100 metres Freestyle",NA
"6127","Pavel Avksentyev","M",NA,NA,NA,"Russia","RUS","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Men's 400 metres Freestyle",NA
"6127","Pavel Avksentyev","M",NA,NA,NA,"Russia","RUS","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"6129","Eleni Avlonitou","F",13,165,54,"Greece","GRE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Freestyle",NA
"6129","Eleni Avlonitou","F",13,165,54,"Greece","GRE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 800 metres Freestyle",NA
"6129","Eleni Avlonitou","F",13,165,54,"Greece","GRE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Individual Medley",NA
"6129","Eleni Avlonitou","F",13,165,54,"Greece","GRE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Individual Medley",NA
"6140","Ekaterina Ivanova Avramova","F",20,180,68,"Bulgaria","BUL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Backstroke",NA
"6140","Ekaterina Ivanova Avramova","F",20,180,68,"Bulgaria","BUL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Backstroke",NA
"6140","Ekaterina Ivanova Avramova","F",24,180,68,"Turkey","TUR","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 200 metres Backstroke",NA
"6167","Rad Aweisat","M",17,170,70,"Palestine","PLE","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Butterfly",NA
"6170","Maria Awori","F",15,160,47,"Kenya","KEN","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 100 metres Freestyle",NA
"6197","Jacinto de Jess Ayala Benjamin","M",21,155,73,"Dominican Republic","DOM","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"6216","Feridun Aybars","M",20,190,80,"Turkey","TUR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Freestyle",NA
"6216","Feridun Aybars","M",20,190,80,"Turkey","TUR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Butterfly",NA
"6218","Ventsislav Vasilev Aydarski","M",21,168,60,"Bulgaria","BUL","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"6218","Ventsislav Vasilev Aydarski","M",25,168,60,"Bulgaria","BUL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 10 kilometres Open Water",NA
"6236","Luis Ayesa, Jr.","M",18,193,85,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Freestyle",NA
"6236","Luis Ayesa, Jr.","M",18,193,85,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Freestyle",NA
"6236","Luis Ayesa, Jr.","M",18,193,85,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"6236","Luis Ayesa, Jr.","M",18,193,85,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"6236","Luis Ayesa, Jr.","M",22,193,85,"Philippines","PHI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Freestyle",NA
"6236","Luis Ayesa, Jr.","M",22,193,85,"Philippines","PHI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"6236","Luis Ayesa, Jr.","M",22,193,85,"Philippines","PHI","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"6265","Daniel Ayora","M",16,179,76,"Peru","PER","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Backstroke",NA
"6265","Daniel Ayora","M",16,179,76,"Peru","PER","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Backstroke",NA
"6266","Mara Pia Ayora","F",18,178,68,"Peru","PER","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 400 metres Freestyle",NA
"6266","Mara Pia Ayora","F",18,178,68,"Peru","PER","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6266","Mara Pia Ayora","F",18,178,68,"Peru","PER","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 400 metres Individual Medley",NA
"6268","Sihame Ayouba Ali","F",17,161,50,"Comoros","COM","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Freestyle",NA
"6310","Carlos Antnio  da Rocha Azevedo","M",17,185,80,"Brazil","BRA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Individual Medley",NA
"6310","Carlos Antnio  da Rocha Azevedo","M",17,185,80,"Brazil","BRA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Individual Medley",NA
"6329","Mazen Muhammad Aziz Metwaly","M",22,182,80,"Egypt","EGY","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 10 kilometres Open Water",NA
"6350","Oren Eliahu Azrad","M",24,186,87,"Israel","ISR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"6357","Miyoko Azuma","F",19,162,60,"Japan","JPN","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 100 metres Freestyle",NA
"6357","Miyoko Azuma","F",19,162,60,"Japan","JPN","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",NA
"6385","Nooran Ahmed Ali Ba Matraf","F",16,166,60,"Yemen","YEM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Butterfly",NA
"6391","Madelon Baans","F",18,168,62,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6391","Madelon Baans","F",18,168,62,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6391","Madelon Baans","F",22,168,62,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6391","Madelon Baans","F",22,168,62,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6391","Madelon Baans","F",26,168,62,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6391","Madelon Baans","F",26,168,62,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6407","Khalid Ali Baba","M",15,165,60,"Bahrain","BRN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Butterfly",NA
"6425","Svetlana Viktorovna Babanina","F",21,173,62,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 200 metres Breaststroke","Bronze"
"6425","Svetlana Viktorovna Babanina","F",21,173,62,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze"
"6425","Svetlana Viktorovna Babanina","F",25,173,62,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6425","Svetlana Viktorovna Babanina","F",25,173,62,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Breaststroke",NA
"6429","Jack Babashoff, Jr.","M",21,191,84,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Freestyle","Silver"
"6429","Jack Babashoff, Jr.","M",21,191,84,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"6430","Shirley Frances Babashoff","F",15,178,67,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Freestyle","Silver"
"6430","Shirley Frances Babashoff","F",15,178,67,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Freestyle","Silver"
"6430","Shirley Frances Babashoff","F",15,178,67,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 400 metres Freestyle",NA
"6430","Shirley Frances Babashoff","F",15,178,67,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"6430","Shirley Frances Babashoff","F",15,178,67,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Freestyle",NA
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Freestyle","Silver"
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 400 metres Freestyle","Silver"
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 800 metres Freestyle","Silver"
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"6430","Shirley Frances Babashoff","F",19,178,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver"
"6455","Lavra Babi","F",17,170,57,"Slovenia","SLO","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay",NA
"6478","Monika Babok","F",16,176,65,"Croatia","CRO","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 50 metres Freestyle",NA
"6479","Ulfiano Babol","M",NA,NA,NA,"Philippines","PHI","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 400 metres Freestyle",NA
"6479","Ulfiano Babol","M",NA,NA,NA,"Philippines","PHI","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"6484","Fanny Babou","F",23,164,54,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Breaststroke",NA
"6484","Fanny Babou","F",23,164,54,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay",NA
"6517","Timothy Bach","M",19,183,71,"Canada","CAN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"6552","Jrgen Bachmann","M",18,182,77,"Germany","GER","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Butterfly",NA
"6563","Katya Bachrouche","F",22,174,70,"Lebanon","LIB","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 800 metres Freestyle",NA
"6573","Luigi Renato Bacigalupo","M",NA,NA,NA,"Italy","ITA","1924 Summer",1924,"Summer","Paris","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"6573","Luigi Renato Bacigalupo","M",NA,NA,NA,"Italy","ITA","1924 Summer",1924,"Summer","Paris","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"6575","Ladislav Bak","M",18,NA,NA,"Czechoslovakia","TCH","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 100 metres Backstroke",NA
"6575","Ladislav Bak","M",23,NA,NA,"Czechoslovakia","TCH","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 100 metres Backstroke",NA
